id,source,query,title,year,venue,doi,url,authors,abstract
10.1109/icra,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Learning for Humanoid Box Loco-Manipulation,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610977,https://doi.org/10.1109/icra57147.2024.10610977,"Dao, Jeremy; Duan, Helei; Fern, Alan",
10.23919/icc,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Policy Transfer in Deep Reinforcement Learning,2024,"2024 24th International Conference on Control, Automation and Systems (ICCAS)",10.23919/iccas63016.2024.10773220,https://doi.org/10.23919/iccas63016.2024.10773220,"Jang, Yoonsu; Yoon, Seongwon; Baek, Jongchan; Han, Soohee",
10.1109/icra,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Robotic Sketching using Behavior Cloning and Reinforcement Learning,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610286,https://doi.org/10.1109/icra57147.2024.10610286,"Jia, Biao; Manocha, Dinesh",
10.1109/icit,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Transfer for Robotics Using Model-Free Curriculum Reinforcement Learning,2024,2024 IEEE International Conference on Industrial Technology (ICIT),10.1109/icit58233.2024.10540995,https://doi.org/10.1109/icit58233.2024.10540995,"Diprasetya, Mochammad Rizky; Pullani, Ali Nafih; Schwung, Andreas",
88a3fabf6192,arxiv,sim-to-real contact-rich policy learning,Sim-to-Real gap in RL: Use Case with TIAGo and Isaac Sim/Gym,2024,arXiv,,,Jaume Albardaner; Alberto San Miguel; Néstor García; Magí Dalmau-Moreno,"This paper explores policy-learning approaches in the context of sim-to-real transfer for robotic manipulation using a TIAGo mobile manipulator, focusing on two state-of-art simulators, Isaac Gym and Isaac Sim, both developed by Nvidia. Control architectures are discussed, with a particular emphasis on achieving collision-less movement in both simulation and the real environment. Presented results demonstrate successful sim-to-real transfer, showcasing similar movements executed by an RL-trained model in both simulated and real setups."
10.4236/jils,crossref,sim-to-real contact-rich policy learning,"Sim-to-Real: A Performance Comparison of PPO, TD3, and SAC Reinforcement Learning Algorithms for Quadruped Walking Gait Generation",2024,Journal of Intelligent Learning Systems and Applications,10.4236/jilsa.2024.162003,https://doi.org/10.4236/jilsa.2024.162003,"Mock, James W.; Muknahallipatna, Suresh S.",
10.1016/j.ro,crossref,sim-to-real contact-rich policy learning,Sim-to-real transfer of active suspension control using deep reinforcement learning,2024,Robotics and Autonomous Systems,10.1016/j.robot.2024.104731,https://doi.org/10.1016/j.robot.2024.104731,"Wiberg, Viktor; Wallin, Erik; Fälldin, Arvid; Semberg, Tobias; Rossander, Morgan; Wadbro, Eddie; Servin, Martin",
10.1109/iros,crossref,sim-to-real contact-rich policy learning,Skill Transfer and Discovery for Sim-to-Real Learning: A Representation-Based Viewpoint,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10801637,https://doi.org/10.1109/iros58592.2024.10801637,"Ma, Haitong; Ren, Zhaolin; Dai, Bo; Li, Na",
18dc7f5f2099,arxiv,sim-to-real contact-rich policy learning,Skill Transfer and Discovery for Sim-to-Real Learning: A Representation-Based Viewpoint,2024,arXiv,,,Haitong Ma; Zhaolin Ren; Bo Dai; Na Li,"We study sim-to-real skill transfer and discovery in the context of robotics control using representation learning. We draw inspiration from spectral decomposition of Markov decision processes. The spectral decomposition brings about representation that can linearly represent the state-action value function induced by any policies, thus can be regarded as skills. The skill representations are transferable across arbitrary tasks with the same transition dynamics. Moreover, to handle the sim-to-real gap in the dynamics, we propose a skill discovery algorithm that learns new skills caused by the sim-to-real gap from real-world data. We promote the discovery of new skills by enforcing orthogonal constraints between the skills to learn and the skills from simulators, and then synthesize the pol"
febdf16ef919,arxiv,sim-to-real contact-rich policy learning,TRANSIC: Sim-to-Real Policy Transfer by Learning from Online Correction,2024,arXiv,,,Yunfan Jiang; Chen Wang; Ruohan Zhang; Jiajun Wu; Li Fei-Fei,"Learning in simulation and transferring the learned policy to the real world has the potential to enable generalist robots. The key challenge of this approach is to address simulation-to-reality (sim-to-real) gaps. Previous methods often require domain-specific knowledge a priori. We argue that a straightforward way to obtain such knowledge is by asking humans to observe and assist robot policy execution in the real world. The robots can then learn from humans to close various sim-to-real gaps. We propose TRANSIC, a data-driven approach to enable successful sim-to-real transfer based on a human-in-the-loop framework. TRANSIC allows humans to augment simulation policies to overcome various unmodeled sim-to-real gaps holistically through intervention and online correction. Residual policies "
10.1109/tro.,crossref,sim-to-real contact-rich policy learning,TactGen: Tactile Sensory Data Generation via Zero-Shot Sim-to-Real Transfer_supp1-3521967.mp4,2024,,10.1109/tro.2024.3521967/mm2,https://doi.org/10.1109/tro.2024.3521967/mm2,"Zhong, Shaohong",
10.1109/iros,crossref,sim-to-real contact-rich policy learning,The Power of Input: Benchmarking Zero-Shot Sim-to-Real Transfer of Reinforcement Learning Control Policies for Quadrotor Control,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10802831,https://doi.org/10.1109/iros58592.2024.10802831,"Dionigi, Alberto; Costante, Gabriele; Loianno, Giuseppe",
703d1ce17478,arxiv,sim-to-real contact-rich policy learning,Towards Fast Safe Online Reinforcement Learning via Policy Finetuning,2024,arXiv,,,Keru Chen; Honghao Wei; Zhigang Deng; Sen Lin,"The high costs and risks involved in extensive environment interactions hinder the practical application of current online safe reinforcement learning (RL) methods. While offline safe RL addresses this by learning policies from static datasets, the performance therein is usually limited due to reliance on data quality and challenges with out-of-distribution (OOD) actions. Inspired by recent successes in offline-to-online (O2O) RL, it is crucial to explore whether offline safe RL can be leveraged to facilitate faster and safer online policy learning, a direction that has yet to be fully investigated. To fill this gap, we first demonstrate that naively applying existing O2O algorithms from standard RL would not work well in the safe RL setting due to two unique challenges: \emph{erroneous Q-"
10.17762/iji,crossref,sim-to-real contact-rich policy learning,"A Cognitive Workforce Orchestration Framework for Contact Centers: Integrating Reinforcement Learning, Behavioral Analytics, and Real-Time Demand Shaping",2025,International Journal of Intelligent Systems and Applications in Engineering,10.17762/ijisae.v13i2s.8038,https://doi.org/10.17762/ijisae.v13i2s.8038,,
10.2139/ssrn,crossref,sim-to-real contact-rich policy learning,A DeepONet-based Transfer Learning Framework for Structural Digital Twins: Bridging the Sim-to-Real Gap with Delta-Correction strategy,2025,,10.2139/ssrn.5907621,https://doi.org/10.2139/ssrn.5907621,"Chen, Honghai; Chen, Jinglong; Li, Zhenxing; Liu, Yulang; wang, jun",
10.3390/app1,crossref,sim-to-real contact-rich policy learning,A Multi-Task Deep Learning Framework for Road Quality Analysis with Scene Mapping via Sim-to-Real Adaptation,2025,Applied Sciences,10.3390/app15168849,https://doi.org/10.3390/app15168849,"Soans, Rahul; Masuda, Ryuichi; Fukumizu, Yohei","Robust perception of road surface conditions is a critical challenge for the safe deployment of autonomous vehicles and the efficient management of transportation infrastructure. This paper introduces a synthetic data-driven deep learning framework designed to address this challenge. We present a large-scale, procedurally generated 3D synthetic dataset created in Blender, featuring a diverse range of road defects—including cracks, potholes, and puddles—alongside crucial road features like manhole covers and patches. Crucially, our dataset provides dense, pixel-perfect annotations for segmentation masks, depth maps, and camera parameters (intrinsic and extrinsic). Our proposed model leverages these rich annotations in a multi-task learning framework that jointly performs road defect segment"
10.5302/j.ic,crossref,sim-to-real contact-rich policy learning,A Study on Bridging the Gap With Reinforcement Learning: TD3 Optimization for Sim-to-real Transfer from Gazebo to Isaac Sim,2025,"Journal of Institute of Control, Robotics and Systems",10.5302/j.icros.2025.25.0127,https://doi.org/10.5302/j.icros.2025.25.0127,"Kang, Daeyeol; Park, Jongyoon; Kim, Pileun",
10.1109/tase,crossref,sim-to-real contact-rich policy learning,Adaptive Video-Conditioned Imitation Learning via Bidirectional Cross-Domain Skill Transfer_supp1-3627627.mp4,2025,,10.1109/tase.2025.3627627/mm1,https://doi.org/10.1109/tase.2025.3627627/mm1,"Lin, Zhenyang",
10.1109/tie.,crossref,sim-to-real contact-rich policy learning,Admittance Visuomotor Policy Learning for General-Purpose Contact-Rich Manipulations,2025,IEEE Transactions on Industrial Electronics,10.1109/tie.2025.3561816,https://doi.org/10.1109/tie.2025.3561816,"Zhou, Bo; Jiao, Ruixuan; Li, Yi; Yuan, Xiaogang; Fang, Fang; Li, Shihua",
10.1109/tie.,crossref,sim-to-real contact-rich policy learning,Admittance Visuomotor Policy Learning for General-Purpose Contact-Rich Manipulations_supp1-3561816.mp4,2025,,10.1109/tie.2025.3561816/mm1,https://doi.org/10.1109/tie.2025.3561816/mm1,"Zhou, Bo",
10.1109/tmec,crossref,sim-to-real contact-rich policy learning,An Efficient Learning Control Framework With Sim-to-Real for String-Type Artificial Muscle-Driven Robotic Systems_supp1-3592717.mp4,2025,,10.1109/tmech.2025.3592717/mm1,https://doi.org/10.1109/tmech.2025.3592717/mm1,"Zhang, Feitian",
10.1109/iros,crossref,sim-to-real contact-rich policy learning,Automatic Real-to-Sim-to-Real System through Iterative Interactions for Robust Robot Manipulation Policy Learning with Unseen Objects,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11247488,https://doi.org/10.1109/iros60139.2025.11247488,"Kang, Minjae; Kee, Hogun; Lee, Hosung; Oh, Songhwai",
10.2139/ssrn,crossref,sim-to-real contact-rich policy learning,Autonomous Sailing with Sim-to-Real Reinforcement Learning,2025,,10.2139/ssrn.5339032,https://doi.org/10.2139/ssrn.5339032,"Bink, Kiki  Johanna Alberdina; Weymouth, Gabriel  David; DUZ, Bulent",
d29db425f0a9,arxiv,sim-to-real contact-rich policy learning,Contact-Rich Robotic Assembly in Construction via Diffusion Policy Learning,2025,arXiv,,,Salma Mozaffari; Daniel Ruan; William van den Bogert; Nima Fazeli; Sigrid Adriaenssens; Arash Adel,"Fabrication uncertainty arising from tolerance accumulation, material imperfection, and positioning errors remains a critical barrier to automated robotic assembly in construction, particularly for contact-rich manipulation tasks governed by friction and geometric constraints. This paper investigates the deployment of diffusion policy learning on construction-scale industrial robots to enable robust, high-precision assembly under such uncertainty, using tight-fitting mortise and tenon timber joinery as a representative case study. Sensory-motor diffusion policies are trained using teleoperated demonstrations collected from an industrial robotic workcell equipped with force/torque sensing. A two-phase experimental study evaluates baseline performance and robustness under randomized position"
10.1109/tro.,crossref,sim-to-real contact-rich policy learning,"Correspondence-Free, Function-Based Sim-to-Real Learning for Deformable Surface Control_supp1-3647769.mp4",2025,,10.1109/tro.2025.3647769/mm1,https://doi.org/10.1109/tro.2025.3647769/mm1,"Wang, Charlie C.L.",
10.3390/pr13,crossref,sim-to-real contact-rich policy learning,Deep Reinforcement Learning-Based Autonomous Docking with Multi-Sensor Perception in Sim-to-Real Transfer,2025,Processes,10.3390/pr13092842,https://doi.org/10.3390/pr13092842,"Dai, Yanyan; Lee, Kidong","Autonomous docking is a critical capability for enabling fully automated operations in industrial and logistics environments using Autonomous Mobile Robots (AMRs). Traditional rule-based docking approaches often struggle with generalization and robustness in complex, dynamic scenarios. This paper presents a deep reinforcement learning-based autonomous docking framework that integrates Proximal Policy Optimization (PPO) with multi-sensor fusion. It includes YOLO-based vision detection, depth estimation, and LiDAR-based orientation correction. A concise 4D state vector, comprising relative position and angle indicators, is used to guide a continuous control policy. The outputs are linear and angular velocity commands for smooth and accurate docking. The training is conducted in a Gym-compati"
10.1061/9780,crossref,sim-to-real contact-rich policy learning,Digital Twin Technologies in Predictive Maintenance: Enabling Transferability via Sim-to-Real and Real-to-Sim Transfer,2025,Computing in Civil Engineering 2024,10.1061/9780784486122.057,https://doi.org/10.1061/9780784486122.057,"Ma, Sizhe; Flanigan, Katherine A.; Bergés, Mario",
10.1109/lra.,crossref,sim-to-real contact-rich policy learning,Dynamics as Prompts: In-Context Learning for Sim-to-Real System Identifications_supp1-3540391.mp4,2025,,10.1109/lra.2025.3540391/mm2,https://doi.org/10.1109/lra.2025.3540391/mm2,"Zhang, Xilun",
10.1109/lra.,crossref,sim-to-real contact-rich policy learning,Dynamics as Prompts: In-Context Learning for Sim-to-Real System Identifications_supp2-3540391.mp4,2025,,10.1109/lra.2025.3540391/mm1,https://doi.org/10.1109/lra.2025.3540391/mm1,"Zhang, Xilun",
10.23919/acc,crossref,sim-to-real contact-rich policy learning,End-to-end Reinforcement Learning for Autonomous Racing: Bridging the sim-to-real gap,2025,2025 American Control Conference (ACC),10.23919/acc63710.2025.11107738,https://doi.org/10.23919/acc63710.2025.11107738,"Budai, Csanád; Széles, Tamás; Németh, Balázs; Gáspár, Péter",
10.1109/icml,crossref,sim-to-real contact-rich policy learning,Exploring Variance in Reinforcement Learning Environment to Bridge the Sim-To-Real Gap: A Case Study in Color Mixing,2025,2025 10th International Conference on Machine Learning Technologies (ICMLT),10.1109/icmlt65785.2025.11193289,https://doi.org/10.1109/icmlt65785.2025.11193289,"Krau, Tatjana; Schäfer, Georg; Damm, Tobias; Heieck, Frieder",
8cba8fc9a12a,arxiv,sim-to-real contact-rich policy learning,FACTR: Force-Attending Curriculum Training for Contact-Rich Policy Learning,2025,arXiv,,,Jason Jingzhou Liu; Yulong Li; Kenneth Shaw; Tony Tao; Ruslan Salakhutdinov; Deepak Pathak,"Many contact-rich tasks humans perform, such as box pickup or rolling dough, rely on force feedback for reliable execution. However, this force information, which is readily available in most robot arms, is not commonly used in teleoperation and policy learning. Consequently, robot behavior is often limited to quasi-static kinematic tasks that do not require intricate force-feedback. In this paper, we first present a low-cost, intuitive, bilateral teleoperation setup that relays external forces of the follower arm back to the teacher arm, facilitating data collection for complex, contact-rich tasks. We then introduce FACTR, a policy learning method that employs a curriculum which corrupts the visual input with decreasing intensity throughout training. The curriculum prevents our transforme"
10.1109/lra.,crossref,sim-to-real contact-rich policy learning,Few-Shot Magnet Localization Using Sim-to-Real Transfer Learning,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3623010,https://doi.org/10.1109/lra.2025.3623010,"Wang, Yuan; Pittiglio, Giovanni; Lin, Xiaowei; Dupont, Pierre E.",
10.1109/lra.,crossref,sim-to-real contact-rich policy learning,FoAR: Force-Aware Reactive Policy for Contact-Rich Robotic Manipulation_supp1-3560871.mp4,2025,,10.1109/lra.2025.3560871/mm1,https://doi.org/10.1109/lra.2025.3560871/mm1,"He, Zihao",
10.15607/rss,crossref,sim-to-real contact-rich policy learning,Global Contact-Rich Planning with Sparsity-Rich Semidefinite Relaxations,2025,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.046,https://doi.org/10.15607/rss.2025.xxi.046,"Kang, Shucheng; Liu, Guorui; Yang, Heng",
10.1109/rcae,crossref,sim-to-real contact-rich policy learning,Human-in-The-Loop Sim-to-Real Transfer Policy for Robotic Assembly via Reinforcement Learning,2025,"2025 8th International Conference on Robotics, Control and Automation Engineering (RCAE)",10.1109/rcae66389.2025.11355281,https://doi.org/10.1109/rcae66389.2025.11355281,"Ren, Sirui; Zeng, Chao; Li, Zhiyi; Yang, Chenguang; Wang, Ning",
10.21203/rs.,crossref,sim-to-real contact-rich policy learning,Identification of the sim-to-real gap in the speech directivity classification task using deep learning techniques,2025,,10.21203/rs.3.rs-7972040/v1,https://doi.org/10.21203/rs.3.rs-7972040/v1,"Guajardo-Herrera, Sebastián; Contreras-Saavedra, Carla E.; Arenas, Jorge P.; Viveros-Muñoz, Rhoddy","Abstract Accurate modeling of speech directivity is essential for artificial auditory systems. However, deep learning models trained on simulated data often fail to generalize to real acoustic conditions, a limitation known as the Sim-to-Real gap. This study systematically identifies the simulation parameters that most strongly influence this degradation in a speech directivity classification task. A convolutional–recurrent neural network (CRNN) was trained using speech data synthesized with an acoustic virtual-reality framework. The training involved controlled variations in the head-related transfer function (HRTF), direction of arrival (DoA), reverberation time (RT), speaker identity, and sentence content. Out-of-domain (OOD) evaluations across 31 test configurations revealed that unsee"
10.1017/s026,crossref,sim-to-real contact-rich policy learning,Image segmentation-driven sim-to-real deep reinforcement learning framework for accurate peg-in-hole assembly,2025,Robotica,10.1017/s026357472510177x,https://doi.org/10.1017/s026357472510177x,"Zhang, Ning; Zhao, Yongjia; Yang, Minghao; Dai, Shuling","Abstract The automation of assembly operations with industrial robots is pivotal in modern manufacturing, particularly for multispecies, low-volume, and customized production. Traditional programing methods are time-consuming and lack adaptability to complex, variable environments. Reinforcement learning-based assembly tasks have shown success in simulation environments, but face challenges like the simulation-to-reality gap and safety concerns when transferred to real-world applications. This article addresses these challenges by proposing a low-cost, image-segmentation-driven deep reinforcement learning strategy tailored for insertion tasks, such as the assembly of peg-in-hole components in satellite manufacturing, which involve extensive contact interactions. Our approach integrates vis"
10.5370/kiee,crossref,sim-to-real contact-rich policy learning,Implementation of 56 Transition Control of a Triple Inverted Pendulum Using Sim-to-Real Reinforcement Learning,2025,The transactions of The Korean Institute of Electrical Engineers,10.5370/kiee.2025.74.8.1363,https://doi.org/10.5370/kiee.2025.74.8.1363,"Lim, Changseok; Ju, Doyoon; Lee, Young-Sam",
10.1109/case,crossref,sim-to-real contact-rich policy learning,Isaac Sim-to-Real: Reinforcement Learning based Locomotion for Quadrupeds,2025,2025 IEEE 21st International Conference on Automation Science and Engineering (CASE),10.1109/case58245.2025.11163761,https://doi.org/10.1109/case58245.2025.11163761,"Dowdy, Jordan; Vaz, Jean Chagas",
10.22215/etd,crossref,sim-to-real contact-rich policy learning,Learning Safe and Efficient Driving Policy with Proximal Policy Optimization (PPO) using Rule-Based Rewards and Real-World Offline Data,2025,,10.22215/etd/2025-16644,https://doi.org/10.22215/etd/2025-16644,"Roman, Md Adil Mahmud",
8527ee4ca63c,arxiv,sim-to-real contact-rich policy learning,Learning the Contact Manifold for Accurate Pose Estimation During Peg-in-Hole Insertion of Complex Geometries,2025,arXiv,,,Abhay Negi; Omey M. Manyar; Dhanush Kumar Varma Penmetsa; Satyandra K. Gupta,"Contact-rich assembly of complex, non-convex parts with tight tolerances remains a formidable challenge. Purely model-based methods struggle with discontinuous contact dynamics, while model-free methods require vast data and often lack precision. In this work, we introduce a hybrid framework that uses only contact-state information between a complex peg and its mating hole to recover the full SE(3) pose during assembly. In under 10 seconds of online execution, a sequence of primitive probing motions constructs a local contact submanifold, which is then aligned to a precomputed offline contact manifold to yield sub-mm and sub-degree pose estimates. To eliminate costly k-NN searches, we train a lightweight network that projects sparse contact observations onto the contact manifold and is 95x"
10.1109/iros,crossref,sim-to-real contact-rich policy learning,LoopSR: Looping Sim-and-Real for Lifelong Policy Adaptation of Legged Robots,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11246873,https://doi.org/10.1109/iros60139.2025.11246873,"Wu, Peilin; Xie, Weiji; Cao, Jiahang; Lai, Hang; Zhang, Weinan",
10.1016/j.en,crossref,sim-to-real contact-rich policy learning,Machine learning framework for evaluating energy performance certificate (EPC) effectiveness in real estate: A case study of Turin’s private residential market,2025,Energy Policy,10.1016/j.enpol.2024.114407,https://doi.org/10.1016/j.enpol.2024.114407,"Dell’Anna, Federico",
1de5bbf2dc93,arxiv,sim-to-real contact-rich policy learning,ManipForce: Force-Guided Policy Learning with Frequency-Aware Representation for Contact-Rich Manipulation,2025,arXiv,,,Geonhyup Lee; Yeongjin Lee; Kangmin Kim; Seongju Lee; Sangjun Noh; Seunghyeok Back; Kyoobin Lee,"Contact-rich manipulation tasks such as precision assembly require precise control of interaction forces, yet existing imitation learning methods rely mainly on vision-only demonstrations. We propose ManipForce, a handheld system designed to capture high-frequency force-torque (F/T) and RGB data during natural human demonstrations for contact-rich manipulation. Building on these demonstrations, we introduce the Frequency-Aware Multimodal Transformer (FMT). FMT encodes asynchronous RGB and F/T signals using frequency- and modality-aware embeddings and fuses them via bi-directional cross-attention within a transformer diffusion policy. Through extensive experiments on six real-world contact-rich manipulation tasks - such as gear assembly, box flipping, and battery insertion - FMT trained on "
10.1109/lra.,crossref,sim-to-real contact-rich policy learning,MetaMVUC: Active Learning for Sample-Efficient Sim-to-Real Domain Adaptation in Robotic Grasping_supp1-3544083.mp4,2025,,10.1109/lra.2025.3544083/mm1,https://doi.org/10.1109/lra.2025.3544083/mm1,"Gilles, Maximilian",
10.1109/cac6,crossref,sim-to-real contact-rich policy learning,Model-based Imitation Learning with Sim-to-real Transfer for Mobile Robot Navigation,2025,2025 China Automation Congress (CAC),10.1109/cac67268.2025.11487704,https://doi.org/10.1109/cac67268.2025.11487704,"Zhang, Ke; Zhao, Enqi; Sun, Zichen; Fang, Zheng; Nichols, Eric; Gomez, Randy; Li, Guangliang",
4849a39bd92a,arxiv,sim-to-real contact-rich policy learning,On the Similarities of Embeddings in Contrastive Learning,2025,arXiv,,,Chungpa Lee; Sehee Lim; Kibok Lee; Jy-yong Sohn,"Contrastive learning operates on a simple yet effective principle: Embeddings of positive pairs are pulled together, while those of negative pairs are pushed apart. In this paper, we propose a unified framework for understanding contrastive learning through the lens of cosine similarity, and present two key theoretical insights derived from this framework. First, in full-batch settings, we show that perfect alignment of positive pairs is unattainable when negative-pair similarities fall below a threshold, and this misalignment can be mitigated by incorporating within-view negative pairs into the objective. Second, in mini-batch settings, smaller batch sizes induce stronger separation among negative pairs in the embedding space, i.e., higher variance in their similarities, which in turn deg"
10.1109/saci,crossref,sim-to-real contact-rich policy learning,Online Iterative Learning Enhanced Sim-to-Real Transfer for Efficient Manipulation of Deformable Objects,2025,2025 IEEE 19th International Symposium on Applied Computational Intelligence and Informatics (SACI),10.1109/saci66288.2025.11030154,https://doi.org/10.1109/saci66288.2025.11030154,"Li, Shuai",
10.30857/278,crossref,sim-to-real contact-rich policy learning,REINFORCEMENT LEARNING FOR AUTONOMOUS NAVIGATION OF ROBOTIC PLATFORMS UNDER UNCERTAINTY: DOMAIN RANDOMIZATION AND SIM-TO-REAL TRANSFER,2025,Technologies and Engineering,10.30857/2786-5371.2025.5.5,https://doi.org/10.30857/2786-5371.2025.5.5,"PYLYPENKO, Vladyslav; SKIDAN, Vladyslava; VOLIVACH, Antonina; MYTELSKA, Olena; AFTANDILYANTS, Vadym","Purpose. To develop and experimentally evaluate the effectiveness of an autonomous navigation system for a four-wheeled mobile robotic platform based on the Proximal Policy Optimization (PPO) algorithm with subsequent deployment of the model on an ESP32 microcontroller and ensuring reliable Sim-to-Real transfer in an uncertain and dynamic environment. Methodology. The study applied a deep reinforcement learning approach using the PPO algorithm. A comparative analysis was conducted with the TD3, SAC, DDPG, A2C, Bug Algorithm, and Random Policy algorithms. The evaluation was carried out according to the following indicators: goal achievement success, collision frequency, trajectory efficiency, and learning stability (average reward and standard deviation). To bridge the gap between simulatio"
10.1109/iros,crossref,sim-to-real contact-rich policy learning,ReBot: Scaling Robot Learning with Real-to-Sim-to-Real Robotic Video Synthesis,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11246305,https://doi.org/10.1109/iros60139.2025.11246305,"Fang, Yu; Yang, Yue; Zhu, Xinghao; Zheng, Kaiyuan; Bertasius, Gedas; Szafir, Daniel; Ding, Mingyu",
10.3997/2214,crossref,sim-to-real contact-rich policy learning,Real-Time Hydrocarbon-Water Contact Prediction in PMCD Operations Using Machine Learning,2025,86th EAGE Annual Conference &amp; Exhibition,10.3997/2214-4609.2025101407,https://doi.org/10.3997/2214-4609.2025101407,"Keeling, K.; Kirkland, B.; Nguyen, B.; Lee, H.F.; Roth, J.",
10.1109/isec,crossref,sim-to-real contact-rich policy learning,Real-Time Pothole Detection From Blurred Road Imagery with Deep Learning Networks,2025,2025 IEEE Integrated STEM Education Conference (ISEC),10.1109/isec64801.2025.11460345,https://doi.org/10.1109/isec64801.2025.11460345,"Sim, Youngjae",
10.1115/detc,crossref,sim-to-real contact-rich policy learning,Real-to-Sim Parameter Learning for Deformable Packages Using High-Fidelity Simulators for Robotic Manipulation,2025,Volume 2A: 45th Computers and Information in Engineering Conference (CIE),10.1115/detc2025-168666,https://doi.org/10.1115/detc2025-168666,"Manyar, Omey M.; Ye, Hantao; Mayya, Siddharth; Wang, Fan; Gupta, Satyandra K.","Abstract Deformable packages are becoming increasingly prevalent in the logistics and warehouse industry, demanding robotic manipulation strategies that are robust and adaptive. Unlike rigid objects, these packages undergo significant shape changes under external forces, making their handling more complex. These deformable packages are often manipulated using suction cups and contain internal objects that shift during transport, introducing additional complexity. To ensure safe and efficient robotic manipulation at scale, high-fidelity simulation is crucial to support automated robot trajectory generation. In this work, we present a physics-driven simulation framework that accurately models multi-object deformable packages, capturing package deformations, suction-cup interactions, and inte"
10.1109/jsen,crossref,sim-to-real contact-rich policy learning,Reducing Sim-to-Real Domain Gaps of Visual Sensors for Learning Environment-Constrained Visuomotor Policy,2025,IEEE Sensors Journal,10.1109/jsen.2024.3522245,https://doi.org/10.1109/jsen.2024.3522245,"Jing, Xingshuo; Qian, Kun; Duan, Boyi",
10.2139/ssrn,crossref,sim-to-real contact-rich policy learning,Reinforcement Learning in Robotic Systems: A Review on Sim-to-Real Transfer,2025,,10.2139/ssrn.5387665,https://doi.org/10.2139/ssrn.5387665,"KHAPRE, SHAILESH; Tiwari, Rajesh; Singh, Avantika",
796b529381d2,arxiv,sim-to-real contact-rich policy learning,Robot Policy Evaluation for Sim-to-Real Transfer: A Benchmarking Perspective,2025,arXiv,,,Xuning Yang; Clemens Eppner; Jonathan Tremblay; Dieter Fox; Stan Birchfield; Fabio Ramos,"Current vision-based robotics simulation benchmarks have significantly advanced robotic manipulation research. However, robotics is fundamentally a real-world problem, and evaluation for real-world applications has lagged behind in evaluating generalist policies. In this paper, we discuss challenges and desiderata in designing benchmarks for generalist robotic manipulation policies for the goal of sim-to-real policy transfer. We propose 1) utilizing high visual-fidelity simulation for improved sim-to-real transfer, 2) evaluating policies by systematically increasing task complexity and scenario perturbation to assess robustness, and 3) quantifying performance alignment between real-world performance and its simulation counterparts."
10.1109/lra.,crossref,sim-to-real contact-rich policy learning,Should We Learn Contact-Rich Manipulation Policies From Sampling-Based Planners?_supp1-3564701.mp4,2025,,10.1109/lra.2025.3564701/mm1,https://doi.org/10.1109/lra.2025.3564701/mm1,"Zhu, Huaijiang",
10.1109/cvpr,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Causal Transfer: A Metric Learning Approach to Causally-Aware Interaction Representations,2025,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52734.2025.01610,https://doi.org/10.1109/cvpr52734.2025.01610,"Rahimi, Ahmad; Luan, Po-Chien; Liu, Yuejiang; Rajic, Frano; Alahi, Alexandre",
10.23919/icc,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Deployment of a Sinusoidal Policy for Snake Robots,2025,"2025 25th International Conference on Control, Automation and Systems (ICCAS)",10.23919/iccas66577.2025.11301402,https://doi.org/10.23919/iccas66577.2025.11301402,"Sangryeong, Seo; Ryu, Dongseok; Lee, Wonseo; Shin, Hocheol",
10.1109/acce,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Learning-Based Nonlinear MPC for UAV Navigation and Collision Avoidance in Unknown Cluttered Environments,2025,IEEE Access,10.1109/access.2025.3539761,https://doi.org/10.1109/access.2025.3539761,"Doukhi, Oualid; Lee, Deok-Jin",
10.1109/ecmr,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Reinforcement Learning for Local Mobile Robot Navigation in Dynamic Environments,2025,2025 European Conference on Mobile Robots (ECMR),10.1109/ecmr65884.2025.11163286,https://doi.org/10.1109/ecmr65884.2025.11163286,"Salimpour, Sahar; Peña-Queralta, Jorge; Paez-Granados, Diego; Heikkonen, Jukka; Westerlund, Tomi",
